_id,user_id,crawl_time,created_at,like_num,repost_num,comment_num,content,origin_weibo,geo_info,hashtags,fans_num,community,community_
Ir4Sl9rN8,4c2453656cf6baca,1590300545,2020-01-25 08:23,0,0,0,#共渡难关武汉加油#【特殊会战：最快速度建成武汉小汤山】武汉市蔡甸区知音湖大道武汉职工疗养院旁，一场特殊的“会战”正在进行：力争10天建起武汉版的“小汤山”应急工程——武汉火神山医院。42岁的余南山正在现场指挥作业，至24日上午他已连续工作10多个小时了。许多同事主动打来电话，请求参与此次施工任务。这让他非常感动。http://t.cn/A6PbbikQ #我在武汉过大年# http://t.cn/A6PbbSTX转发理由:转发微博,Ir4JJtQFe,,"['#共渡难关武汉加油#', '#我在武汉过大年#']",105,{'Community 5': 2},2
Ir4UgxOYn,b93670f99a6be038,1587829704,2020-01-25 08:28,0,0,0,#共渡难关武汉加油#【特殊会战：最快速度建成武汉小汤山】武汉市蔡甸区知音湖大道武汉职工疗养院旁，一场特殊的“会战”正在进行：力争10天建起武汉版的“小汤山”应急工程——武汉火神山医院。42岁的余南山正在现场指挥作业，至24日上午他已连续工作10多个小时了。许多同事主动打来电话，请求参与此次施工任务。这让他非常感动。http://t.cn/A6PbbikQ #我在武汉过大年# http://t.cn/A6PbbSTX转发理由:转发微博,Ir4JJtQFe,,"['#共渡难关武汉加油#', '#我在武汉过大年#']",125,{'Community 5': 2},2
Ir56edcEO,7de1de1ebd61823f,1588027151,2020-01-25 08:57,0,0,0,#共渡难关武汉加油#【特殊会战：最快速度建成武汉小汤山】武汉市蔡甸区知音湖大道武汉职工疗养院旁，一场特殊的“会战”正在进行：力争10天建起武汉版的“小汤山”应急工程——武汉火神山医院。42岁的余南山正在现场指挥作业，至24日上午他已连续工作10多个小时了。许多同事主动打来电话，请求参与此次施工任务。这让他非常感动。http://t.cn/A6PbbikQ #我在武汉过大年# http://t.cn/A6PbbSTX转发理由:致敬🙏🙏 你们辛苦了，了了数语说不完心中感激之前，惟愿国泰民安，人寿丰年，你们也要主要安全🙏🙏🙏,Ir4JJtQFe,,"['#共渡难关武汉加油#', '#我在武汉过大年#']",617,{'Community 5': 2},2
Ir5qmpc0t,c595dd93ef9360dc,1587966820,2020-01-25 09:47,0,0,0,#共渡难关武汉加油#【特殊会战：最快速度建成武汉小汤山】武汉市蔡甸区知音湖大道武汉职工疗养院旁，一场特殊的“会战”正在进行：力争10天建起武汉版的“小汤山”应急工程——武汉火神山医院。42岁的余南山正在现场指挥作业，至24日上午他已连续工作10多个小时了。许多同事主动打来电话，请求参与此次施工任务。这让他非常感动。http://t.cn/A6PbbikQ #我在武汉过大年# http://t.cn/A6PbbSTX转发理由:#武汉多家医院物资紧张# #共渡难关武汉加油# 不管速度多快多紧急，请保证施工人员休息时间和安全，大过年的他们也很不容易🙏🏻,Ir4JJtQFe,,"['#共渡难关武汉加油#', '#我在武汉过大年#', '#武汉多家医院物资紧张#', '#共渡难关武汉加油#']",303,"{'Community 5': 3, 'Community 3': 1}",3
Ir5yuegfn,ee868f2daabea0fe,1587626604,2020-01-25 10:07,0,0,0,#共渡难关武汉加油#【特殊会战：最快速度建成武汉小汤山】武汉市蔡甸区知音湖大道武汉职工疗养院旁，一场特殊的“会战”正在进行：力争10天建起武汉版的“小汤山”应急工程——武汉火神山医院。42岁的余南山正在现场指挥作业，至24日上午他已连续工作10多个小时了。许多同事主动打来电话，请求参与此次施工任务。这让他非常感动。http://t.cn/A6PbbikQ #我在武汉过大年# http://t.cn/A6PbbSTX转发理由:转发微博,Ir4JJtQFe,,"['#共渡难关武汉加油#', '#我在武汉过大年#']",69,{'Community 5': 2},2
Ir5I7qLjL,cb9315c49a9aa7bb,1590595210,2020-01-25 10:30,0,0,0,#辽宁新增8例确诊病例# 【火神山医院将于2月1日建成  并非毗邻水源地】 25日凌晨，武汉市权威部门发布，武汉参照北京小汤山医院模式建设的火神山医院，毗邻知音湖，但该湖并非武汉备用水源地。目前汉阳片区供水水源长江汉江互补，管网已经连通，不需要该湖备用。同时医院的施工建设及后期使用将确保不造成环境污染。截至24日晚，火神山医院项目累计平整全部场地5万平方米，25日可开始主体施工，预计2月1日建成，进行医疗设备安装调试后，2月3日交付投用。#共渡难关武汉加油#  http://t.cn/A6PGXzIV转发理由:转发微博,Ir5HxF3S4,,"['#辽宁新增8例确诊病例#', '#共渡难关武汉加油#']",251,{'Community 5': 2},2
Ir60qm08Z,3653fe74162e1cc5,1590281817,2020-01-25 11:15,10,0,0,#等着你们樱花照常盛开#今年的除夕夜大概是最不平凡的夜，各路支援去往武汉，一线的医护人员依旧战斗在抗击病毒的战场上，火神山医院的施工场地不眠不休，春晚的舞台上临时加入抗击肺炎的“爱是桥梁”…大概还有许许多多没有被我们发现的陌陌守护在各自战场上的平凡勇敢而又富有大爱精神的人们 醒来发现了为武汉捐款的热搜～ 总有一些温暖在天灾或是人祸来临时悄然出现在生活中 似乎我是一个很容易被这样的事情牵动情绪的人儿🙊 鼠年要做一个善良的好人[喵喵]～ 愿大家都健健康康，平安喜乐，万事胜意[doge] 这么多人都在守护武汉，守护湖北，守护中国🇨🇳会好的会平安的会没事的✅ 等我有钱我去看樱花🙈所以一定回去的，一定会有钱的🙆 只有微博才能不被认识而又不熟悉的人看到，陌生人看到也没关系反正也不认识啊哈哈哈哈哈哈哈哈哈 越来越喜欢在微博上叨叨叨可怎么办[思考] 少出门，戴口罩，勤洗手，多通风,,,['#等着你们樱花照常盛开#'],99,{'Community 5': 1},1
Ir6gnnmWp,277ffc6e3ee43b56,1590650350,2020-01-25 11:55,0,0,0,#共渡难关武汉加油#【特殊会战：最快速度建成武汉小汤山】武汉市蔡甸区知音湖大道武汉职工疗养院旁，一场特殊的“会战”正在进行：力争10天建起武汉版的“小汤山”应急工程——武汉火神山医院。42岁的余南山正在现场指挥作业，至24日上午他已连续工作10多个小时了。许多同事主动打来电话，请求参与此次施工任务。这让他非常感动。http://t.cn/A6PbbikQ #我在武汉过大年# http://t.cn/A6PbbSTX转发理由:加油,Ir4JJtQFe,,"['#共渡难关武汉加油#', '#我在武汉过大年#']",303,{'Community 5': 2},2
Ir8xszOzv,92044a44ec0d4156,1587529781,2020-01-25 17:42,0,0,0,#共渡难关武汉加油# 【#武汉将再建一个小汤山医院#】人今天下午3点半，武汉市防疫指挥部举行调度会，决定在武汉蔡甸火神山医院之外，半个月之内再建一所“小汤山医院”——武汉雷神山医院，新增床位1300张。(人民日报) #湖北加油 武汉挺住#转发理由:加油吧,Ir8uqDwhZ,,"['#共渡难关武汉加油#', '#武汉将再建一个小汤山医院#']",51,"{'Community 5': 1, 'Community 9': 1}",1
Ir8AB1MDz,a6643309f83b4e64,1587990353,2020-01-25 17:50,0,0,0,#共渡难关武汉加油# 【#武汉将再建一个小汤山医院#】人今天下午3点半，武汉市防疫指挥部举行调度会，决定在武汉蔡甸火神山医院之外，半个月之内再建一所“小汤山医院”——武汉雷神山医院，新增床位1300张。(人民日报) #湖北加油 武汉挺住#转发理由:转发微博,Ir8uqDwhZ,,"['#共渡难关武汉加油#', '#武汉将再建一个小汤山医院#']",359,"{'Community 5': 1, 'Community 9': 1}",1
IrhBSntCf,d570b36aa00d88b0,1587622869,2020-01-26 16:48,4,0,0,武汉，是是一座我热爱，向往的城市。现在，她生病了。武汉封城，他也不是一座孤岛，因为，还有几亿人牵挂着他。我们只是隔离病毒，但没有隔离爱。 一方有难八方支援。春晚临时增加节目，社会各界人士捐赠物资，一个星期建成火神山医院，雷神山医院，与时间赛跑，各地医疗团队写下请战书，奔赴武汉…… 武汉这座城市承受了太多，武汉的人们也承担着太多压力…… 现在，病毒在多地肆虐横行，我们必须阻止它！！！ 众志成城抗病毒，早日打赢这没有硝烟的战争。 春天马上就要到了，一切都会好起来的。到那时，我们一起去看武大的樱花，一起登上黄鹤楼，一起去吃热干面…… 中国加油！武汉加油！ #武汉加油##为中国加油##等着你们樱花照常盛开##我们一起选择希望#,,,"['#武汉加油#', '#为中国加油#', '#等着你们樱花照常盛开#', '#我们一起选择希望#']",69,"{'Community 5': 2, 'Community 3': 1, 'Community 7': 1}",2
IriDEFdSb,92965c9fd60ec029,1590543525,2020-01-26 19:25,0,0,0,#我希望武汉能战胜疫情# 快点，再快点！武汉火神山医院第一间病房建成！为武汉加油！[加油][加油] 湖北日报的微博视频 转发理由:与病毒赛跑,IriCnt1tT,,['#我希望武汉能战胜疫情#'],214,{'Community 5': 1},1
IriKmrOko,3143da9bf31ecb6c,1587797237,2020-01-26 19:42,1,0,0,#湖北不止一个武汉##封城日记##随州封城#  1月26日，随州封城第二天，湖北省基本全面封省 冷冷清清的一天，家里除却吃饭，打麻将，依旧继续讨论疫情，关注火神山医院的进程 ❤️❤️❤️宅家里，看了《柳烈的音乐专辑》，继续追《one piece》，继续养肥中……I’m OK ❤️❤️❤️ 随州·随县 显示地图,,"113.216431,31.745907","['#湖北不止一个武汉#', '#封城日记#', '#随州封城#']",104,"{'Community 5': 2, 'Community 6': 1}",2
IrkxNztM5,382476c0e2ed0bef,1590201197,2020-01-27 00:16,0,0,0,#我希望武汉能战胜疫情# 快点，再快点！武汉火神山医院第一间病房建成！为武汉加油！[加油][加油] 湖北日报的微博视频 转发理由:转发微博,IriCnt1tT,,['#我希望武汉能战胜疫情#'],71,{'Community 5': 1},1
IropGCq7U,5b2bd34ec64407ff,1587968982,2020-01-27 10:07,0,0,0,【春节快建火神山医院 拼出武汉速度】为加强对肺炎患者的救治，武汉市政府日前决定，参照北京小汤山医院模式，在蔡甸知音湖武汉职工疗养院，建设专门医院，本台记者实地探访在建医院。武汉火神山医院，也就是武汉小汤山医院的工地一片繁忙，挖掘、平整等工作快速有序推进，现场工程人员也在紧张部署指挥。所有人都在赶工期，为了尽快把医院建成。医院建筑面积达2.5万平方米，可容纳1000张病床，医院将在2月3日前建成。施工期间正值春节，大量工作人员放弃假期参与建设，拼出一个武汉速度。#抗击新型肺炎#(凤凰卫视蒋晓峰、汤锦强、陈润钧 武汉报道）#抗击新型肺炎# http://t.cn/A6PVTPcA转发理由:转发微博,IrnNXeGlk,,"['#抗击新型肺炎#', '#抗击新型肺炎#']",306,{'Community 5': 2},2
Iroxr6YXQ,c5f4ef0e53b54214,1587797286,2020-01-27 10:26,0,0,0,#抗击新型肺炎#【武汉将建第二个“小汤山”医院！新增床位1300张】25日下午3点30分，武汉市新型冠状病毒感染的肺炎疫情防控指挥部举行调度会，决定在武汉蔡甸火神山医院之外，半个月之内再建一所“小汤山医院”——武汉雷神山医院，新增床位1300张。@人民日报 转发理由:转发微博,Ir8Grx5IN,,['#抗击新型肺炎#'],104,{'Community 5': 1},1
IrpoN6r3t,a2fa1429c07fae4e,1587667555,2020-01-27 12:38,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:转发微博,IrpoCsCzA,,['#我愿意为你守护#'],77,{'Community 5': 1},1
Irppips1L,a3b78a025ca5e8f3,1587537394,2020-01-27 12:39,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:转发微博,IrpoCsCzA,,['#我愿意为你守护#'],52,{'Community 5': 1},1
IrppTDZ7D,37e1ca9999d2277b,1587639970,2020-01-27 12:40,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:[泪][泪]想哭…中国人不怕～！这样的政府，给我们信心[加油]五湖四海的兄弟，都是一家,IrpoCsCzA,,['#我愿意为你守护#'],72,{'Community 5': 1},1
IrppT6ueb,aaa0ece9ddea072b,1590592669,2020-01-27 12:40,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:❤ 加油,IrpoCsCzA,,['#我愿意为你守护#'],249,{'Community 5': 1},1
IrptetIEI,b1787aa83cd84f9f,1590802508,2020-01-27 12:49,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@陈威廉演唱会手中的话筒:就像08年温总理来四川一样 [泪] 心里踏实了好多,IrpoCsCzA,,['#我愿意为你守护#'],687,{'Community 5': 1},1
IrpvYqtk9,bbedb3428b6281e9,1587832075,2020-01-27 12:55,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:总理[心],IrpoCsCzA,,['#我愿意为你守护#'],127,{'Community 5': 1},1
Irpyt0NIa,91ea5a527f97c539,1590217912,2020-01-27 13:01,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],77,{'Community 5': 1},1
IrpybwkeF,10d730a5e4a04e58,1587992962,2020-01-27 13:01,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],368,{'Community 5': 1},1
IrpyQ0XLj,f1f772ea7bb49df6,1587856174,2020-01-27 13:02,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],157,{'Community 5': 1},1
Irpyua6e8,94af9d007bfca78a,1587915646,2020-01-27 13:02,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:[心]//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],211,{'Community 5': 1},1
Irpywez8V,6ce80bbce9666181,1587963889,2020-01-27 13:02,1,1,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:[心]//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],299,{'Community 5': 1},1
Irpz02Qb6,3fb73dae73f4e6a4,1587994505,2020-01-27 13:03,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:[爱你]//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],373,{'Community 5': 1},1
IrpzzfPAf,0466cf0a1d99eb4b,1587846180,2020-01-27 13:04,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:转发微博,IrpoCsCzA,,['#我愿意为你守护#'],143,{'Community 5': 1},1
IrpzVEoIF,8a1ce2081516b4ce,1587823932,2020-01-27 13:05,1,1,2,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:山西这次还派了医疗队[泪]穷得要死还是一心报效//@颜文字君:..(｡•ˇ‸ˇ•｡)感动//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],122,{'Community 5': 1},1
IrpA0pssO,5741ad3c37211246,1590855287,2020-01-27 13:05,1,1,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],1187,{'Community 5': 1},1
IrpAi9T2k,4671cdae87f4952b,1587838435,2020-01-27 13:06,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:[鲜花]//@江宁婆婆 :总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],133,{'Community 5': 1},1
IrpAlnU28,3c1e8e4fd207864f,1587903605,2020-01-27 13:06,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:转发微博,IrpoCsCzA,,['#我愿意为你守护#'],202,{'Community 5': 1},1
IrpAhi2cc,6afd0568819a7e69,1590654085,2020-01-27 13:06,1,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:[心][心][心],IrpoCsCzA,,['#我愿意为你守护#'],307,{'Community 5': 1},1
IrpAd8JT3,58692bf60e7771ad,1587971264,2020-01-27 13:06,1,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:艹//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],310,{'Community 5': 1},1
IrpAd8JqZ,2894c8960da0be1d,1590817477,2020-01-27 13:06,0,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],786,{'Community 5': 1},1
IrpAksZf6,72699b8bb460d53a,1588038209,2020-01-27 13:06,0,1,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由:总理来了[泪][泪]//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],849,{'Community 5': 1},1
IrpAejNhx,77381698110cf4b0,1590676440,2020-01-27 13:06,1,0,0,总理：你哪的？ 火神山医院施工人员：武汉的... 总理：有没有外地的？ 有！湖南的，河南的，山西的，山东的，重庆的，四川的........[心]  #我愿意为你守护# 怂的载体的微博视频 转发理由://@颜文字君:..(｡•ˇ‸ˇ•｡)感动//@江宁婆婆:总理到了火神山医院工地施工现场。,IrpoCsCzA,,['#我愿意为你守护#'],333,{'Community 5': 1},1
